OrderID,OrderDate,CustomerID,CustomerType,Region,State,Product,Category,Quantity,UnitPrice,Discount,SalesChannel,PaymentMethod,ShippingMethod,Returned,CustomerRating,Revenue,Month
ORD-105441,,CUST-1761,Returning,Midwest,MN,Smart Watch,Electronics,2,156.56,0.0,Marketplace,Bank Transfer,Standard,No,4.0,313.12,
ORD-110607,,CUST-5860,Vip,West,CA,Yoga Mat,Fitness,3,34.52,0.0,Online,Credit Card,Next Day,No,5.0,103.56,
ORD-106724,,CUST-4172,Vip,Midwest,IL,Resistance Bands,Fitness,1,21.76,0.0,Online,Credit Card,Standard,No,5.0,21.76,
ORD-109636,2026-01-05,CUST-2770,Returning,Midwest,IL,Jeans,Clothing,1,69.62,0.0,Online,Credit Card,Standard,No,4.0,69.62,2026-01
ORD-109464,,CUST-1438,Returning,West,CA,USB-C Hub,Electronics,3,39.74,0.15,Online,Credit Card,2-Day,No,4.0,101.34,
ORD-109670,2026-02-06,CUST-1553,New,Northeast,PA,Wireless Mouse,Electronics,4,34.12,0.1,Marketplace,Apple Pay,Next Day,No,4.0,122.83,2026-02
ORD-101307,,CUST-4736,Returning,Midwest,MO,Backpack,Clothing,1,53.39,0.05,Online,Credit Card,Next Day,No,5.0,50.72,
ORD-106140,,CUST-3482,New,West,WA,Jacket,Clothing,1,118.55,0.0,Online,Debit Card,Express,No,Unknown,118.55,
ORD-100145,2026-06-05,CUST-6668,Returning,Southwest,OK,Water Bottle,Fitness,3,19.27,0.2,Online,Debit Card,Standard,No,5.0,46.25,2026-06
ORD-103829,2025-05-07,CUST-6665,Returning,Southeast,FL,Wireless Mouse,Electronics,3,37.71,0.05,Retail Store,Apple Pay,Express,No,4.0,107.47,2025-05
ORD-109690,2026-07-08,CUST-2467,New,Midwest,MN,T-Shirt,Clothing,1,25.52,0.15,Marketplace,Credit Card,Standard,No,5.0,21.69,2026-07
ORD-111393,,CUST-5569,Returning,Southeast,FL,Desk Lamp,Home & Office,2,42.8,0.0,Corporate,PayPal,Standard,No,5.0,85.6,
ORD-100541,,CUST-6503,Returning,Northeast,PA,Jacket,Clothing,2,113.41,0.0,Marketplace,Apple Pay,Express,No,5.0,226.82,
ORD-101023,2026-07-03,CUST-2032,New,Southwest,OK,Notebook Set,Home & Office,1,19.08,0.05,Marketplace,Credit Card,2-Day,No,5.0,18.13,2026-07
ORD-108146,2025-06-07,CUST-1598,Returning,Northeast,NY,Hoodie,Clothing,4,50.89,0.0,Marketplace,Debit Card,Standard,No,2.0,203.56,2025-06
ORD-105393,,CUST-4253,Returning,Midwest,IL,Notebook Set,Home & Office,4,20.13,0.1,Retail Store,Credit Card,Express,No,5.0,72.47,
ORD-108210,,CUST-1310,Returning,Midwest,MI,Hoodie,Clothing,2,54.1,0.05,Corporate,Apple Pay,Standard,Yes,5.0,102.79,
ORD-108277,,CUST-5040,Returning,Southeast,FL,Wireless Mouse,Electronics,3,33.69,0.0,Retail Store,Apple Pay,Standard,No,4.0,101.07,
ORD-106132,,CUST-4126,Returning,Southeast,FL,Resistance Bands,Fitness,2,21.92,0.05,Online,Bank Transfer,Standard,No,5.0,41.65,
ORD-106558,,CUST-1880,Returning,Midwest,MN,USB-C Hub,Electronics,1,42.63,0.1,Online,Credit Card,Standard,No,1.0,38.37,
ORD-107150,,CUST-5298,New,Southeast,GA,Smart Watch,Electronics,1,139.96,0.0,Online,Apple Pay,Standard,No,5.0,139.96,
ORD-109661,,CUST-1755,Vip,Northeast,NJ,Bluetooth Speaker,Electronics,1,68.96,0.05,Marketplace,Credit Card,Standard,No,5.0,65.51,
ORD-104169,2025-02-01,CUST-5420,Returning,Southeast,VA,USB-C Hub,Electronics,1,42.22,0.0,Retail Store,Credit Card,Standard,No,5.0,42.22,2025-02
ORD-110070,,CUST-4602,Returning,Southeast,VA,Jeans,Clothing,3,63.11,0.0,Retail Store,Credit Card,Standard,No,4.0,189.33,
ORD-104123,,CUST-5288,Returning,Southeast,FL,Desk Lamp,Home & Office,4,45.12,0.1,Online,PayPal,Standard,No,4.0,162.43,
ORD-109424,,CUST-3510,New,Southeast,FL,Running Shoes,Clothing,2,90.48,0.2,Online,PayPal,Express,No,4.0,144.77,
ORD-103674,,CUST-6686,Vip,Southwest,OK,USB-C Hub,Electronics,1,39.0,0.05,Online,Credit Card,2-Day,No,5.0,37.05,
ORD-111347,,CUST-6334,Vip,Midwest,MO,Running Shoes,Clothing,5,87.63,0.15,Marketplace,Debit Card,2-Day,No,3.0,372.43,
ORD-104592,2026-07-08,CUST-5677,Returning,West,CA,Desk Lamp,Home & Office,2,42.39,0.0,Retail Store,Apple Pay,2-Day,No,4.0,84.78,2026-07
ORD-109757,,CUST-6084,Returning,Midwest,MO,Fitness Tracker,Fitness,1,79.4,0.0,Retail Store,PayPal,Standard,No,Unknown,79.4,
ORD-108243,,CUST-1326,Returning,Southwest,TX,Dumbbell Set,Fitness,1,130.18,0.1,Retail Store,Bank Transfer,Standard,No,4.0,117.16,
ORD-104683,2026-07-07,CUST-6492,Vip,Southwest,NM,Running Shoes,Clothing,3,83.64,0.0,Online,PayPal,Express,No,3.0,250.92,2026-07
ORD-105993,,CUST-6416,Returning,Southeast,TN,Hoodie,Clothing,1,59.31,0.0,Online,Apple Pay,Standard,No,5.0,59.31,
ORD-100111,,CUST-3389,Returning,Midwest,MO,Backpack,Clothing,1,46.04,0.0,Online,Credit Card,Unknown,No,5.0,46.04,
ORD-106240,,CUST-2627,New,Midwest,MN,Office Chair,Home & Office,2,192.36,0.0,Online,Bank Transfer,Standard,No,3.0,384.72,
ORD-106194,2025-02-02,CUST-5306,Returning,Northeast,MA,T-Shirt,Clothing,5,26.58,0.0,Retail Store,Credit Card,Standard,No,3.0,132.9,2025-02
ORD-111428,,CUST-1874,New,Northeast,NY,Jacket,Clothing,1,116.67,0.0,Online,Apple Pay,Express,No,5.0,116.67,
ORD-111389,2026-07-09,CUST-2949,New,Northeast,NY,Wireless Headphones,Electronics,5,85.29,0.05,Online,Debit Card,Standard,No,2.0,405.13,2026-07
ORD-100397,2025-05-07,CUST-2514,New,Midwest,MO,Wireless Headphones,Electronics,2,88.42,0.0,Online,Apple Pay,Standard,No,4.0,176.84,2025-05
ORD-106743,2026-06-07,CUST-4961,Returning,Southeast,NC,USB-C Hub,Electronics,1,36.93,0.05,Retail Store,Debit Card,Standard,No,5.0,35.08,2026-06
ORD-102732,,CUST-5980,Returning,Midwest,MO,Desk Organizer,Home & Office,1,24.62,0.05,Online,Apple Pay,Express,Yes,4.0,23.39,
ORD-109222,,CUST-6523,New,Northeast,PA,Standing Desk,Home & Office,5,310.87,0.0,Retail Store,Bank Transfer,2-Day,No,3.0,1554.35,
ORD-108409,,CUST-1112,Returning,Midwest,MI,Running Shoes,Clothing,1,81.72,0.1,Online,Debit Card,Next Day,No,5.0,73.55,
ORD-102361,2026-06-01,CUST-5614,Returning,Southeast,GA,Office Chair,Home & Office,2,188.18,0.15,Online,PayPal,2-Day,No,5.0,319.91,2026-06
ORD-106599,,CUST-3029,New,Northeast,CT,Running Shoes,Clothing,1,81.08,0.1,Marketplace,Bank Transfer,Express,Yes,4.0,72.97,
ORD-101190,,CUST-4122,New,West,WA,Desk Lamp,Home & Office,1,46.86,0.2,Online,PayPal,2-Day,No,4.0,37.49,
ORD-106581,,CUST-6661,Returning,Midwest,MN,Standing Desk,Home & Office,1,339.29,0.1,Online,Debit Card,2-Day,No,4.0,305.36,
ORD-101834,,CUST-4261,Vip,Midwest,MI,Mechanical Keyboard,Electronics,1,95.85,0.1,Online,Bank Transfer,Express,No,4.0,86.26,
ORD-103154,,CUST-4620,Returning,Northeast,NJ,Office Chair,Home & Office,1,195.42,0.0,Online,Apple Pay,Standard,No,4.0,195.42,
ORD-106295,,CUST-3730,New,West,AZ,Foam Roller,Fitness,3,29.41,0.1,Online,Credit Card,2-Day,No,5.0,79.41,
ORD-110789,,CUST-6123,Returning,Midwest,OH,Monitor Stand,Home & Office,1,56.93,0.15,Online,Bank Transfer,Next Day,No,5.0,48.39,
ORD-105102,2026-07-09,CUST-2512,New,Northeast,NJ,USB-C Hub,Electronics,4,40.46,0.2,Retail Store,Credit Card,2-Day,No,Unknown,129.47,2026-07
ORD-109347,,CUST-1934,New,Southeast,VA,Wireless Mouse,Electronics,1,37.3,0.0,Retail Store,Credit Card,Next Day,Yes,4.0,37.3,
ORD-111274,2026-05-04,CUST-3468,Returning,Northeast,NJ,Yoga Mat,Fitness,3,33.24,0.0,Online,PayPal,2-Day,No,4.0,99.72,2026-05
ORD-101882,,CUST-4890,Vip,Southeast,FL,Jeans,Clothing,1,60.28,0.0,Marketplace,Bank Transfer,Standard,No,3.0,60.28,
ORD-105482,,CUST-4798,New,Northeast,CT,Fitness Tracker,Fitness,1,81.38,0.0,Online,Credit Card,Express,Yes,4.0,81.38,
ORD-102292,2026-01-05,CUST-1930,New,Northeast,CT,Bluetooth Speaker,Electronics,1,65.77,0.05,Marketplace,Apple Pay,2-Day,No,4.0,62.48,2026-01
ORD-103311,2026-01-09,CUST-3941,Returning,West,OR,USB-C Hub,Electronics,1,38.25,0.0,Online,Debit Card,2-Day,No,4.0,38.25,2026-01
ORD-105355,,CUST-3502,Returning,Southwest,NM,Bluetooth Speaker,Electronics,1,64.81,0.0,Online,Credit Card,Standard,No,5.0,64.81,
ORD-102350,2025-01-04,CUST-4011,Returning,Midwest,OH,Water Bottle,Fitness,5,19.48,0.05,Corporate,Credit Card,Standard,No,4.0,92.53,2025-01
ORD-100783,,CUST-1169,New,Southwest,OK,Jacket,Clothing,2,125.33,0.0,Online,Credit Card,Standard,No,5.0,250.66,
ORD-109335,,CUST-2882,Returning,Midwest,MI,Mechanical Keyboard,Electronics,1,91.69,0.0,Online,PayPal,Express,No,Unknown,91.69,
ORD-108512,,CUST-5340,Returning,Northeast,MA,Foam Roller,Fitness,2,25.84,0.0,Online,PayPal,Standard,No,5.0,51.68,
ORD-105685,,CUST-1602,New,Southeast,FL,Mechanical Keyboard,Electronics,1,97.62,0.05,Marketplace,Credit Card,Standard,No,2.0,92.74,
ORD-111606,,CUST-4192,Returning,Southeast,VA,Foam Roller,Fitness,2,27.85,0.0,Corporate,Bank Transfer,Standard,No,5.0,55.7,
ORD-102615,,CUST-4160,Returning,Southeast,GA,Water Bottle,Fitness,2,20.83,0.0,Online,Credit Card,Standard,No,3.0,41.66,
ORD-103652,2025-02-05,CUST-4683,New,West,AZ,Bluetooth Speaker,Electronics,2,64.79,0.05,Retail Store,Credit Card,Express,No,3.0,123.1,2025-02
ORD-102418,,CUST-2160,Returning,Southeast,VA,Smart Watch,Electronics,1,146.21,0.05,Retail Store,Credit Card,Standard,No,4.0,138.9,
ORD-107998,,CUST-6330,Returning,Midwest,IL,Foam Roller,Fitness,2,25.77,0.1,Online,Bank Transfer,Next Day,Yes,4.0,46.39,
ORD-101712,,CUST-5433,Returning,West,OR,Desk Organizer,Home & Office,1,24.04,0.1,Retail Store,Credit Card,Express,No,4.0,21.64,
ORD-108501,,CUST-2725,New,Southeast,VA,Office Chair,Home & Office,2,177.72,0.05,Online,Credit Card,Next Day,No,5.0,337.67,
ORD-102002,,CUST-5514,Returning,Northeast,NY,Wireless Mouse,Electronics,2,35.51,0.0,Retail Store,Credit Card,2-Day,No,5.0,71.02,
ORD-110153,2025-07-09,CUST-3560,Vip,West,AZ,Jeans,Clothing,4,67.22,0.0,Corporate,Bank Transfer,Standard,No,5.0,268.88,2025-07
ORD-110521,,CUST-1446,Returning,Northeast,PA,Desk Lamp,Home & Office,2,48.16,0.0,Online,Debit Card,Standard,No,Unknown,96.32,
ORD-102956,,CUST-2099,Returning,Southwest,NM,Desk Lamp,Home & Office,2,48.01,0.0,Online,PayPal,Standard,No,4.0,96.02,
ORD-109433,,CUST-2928,New,Midwest,MI,Smart Watch,Electronics,1,155.21,0.05,Online,Debit Card,Next Day,No,1.0,147.45,
ORD-112098,,CUST-1947,New,Midwest,MI,Fitness Tracker,Fitness,2,79.76,0.0,Marketplace,Credit Card,2-Day,No,5.0,159.52,
ORD-103068,,CUST-5868,Vip,West,NV,Dumbbell Set,Fitness,1,136.91,0.1,Retail Store,PayPal,2-Day,No,5.0,123.22,
ORD-105104,,CUST-1396,New,Southeast,NC,Monitor Stand,Home & Office,1,61.4,0.1,Marketplace,Debit Card,2-Day,No,5.0,55.26,
ORD-108918,,CUST-6535,Returning,Northeast,NY,Standing Desk,Unknown,1,329.62,0.05,Marketplace,Credit Card,Standard,No,3.0,313.14,
ORD-105598,,CUST-1917,Returning,Midwest,IL,Wireless Mouse,Electronics,1,33.93,0.0,Marketplace,Debit Card,Standard,No,4.0,33.93,
ORD-106531,,CUST-3679,New,Southeast,VA,Fitness Tracker,Fitness,1,85.08,0.0,Corporate,Apple Pay,Standard,Yes,3.0,85.08,
ORD-101118,,CUST-1050,New,Southeast,VA,Wireless Mouse,Electronics,3,36.16,0.1,Retail Store,Debit Card,Express,No,5.0,97.63,
ORD-110602,,CUST-3752,Vip,Midwest,OH,Office Chair,Home & Office,4,191.71,0.1,Retail Store,PayPal,Standard,No,4.0,690.16,
ORD-103232,,CUST-5382,Returning,Northeast,NY,Mechanical Keyboard,Electronics,2,89.87,0.1,Retail Store,Credit Card,Next Day,No,5.0,161.77,
ORD-100668,,CUST-2412,New,Southwest,TX,Mechanical Keyboard,Electronics,1,96.81,0.1,Online,PayPal,Standard,No,4.0,87.13,
ORD-112349,,CUST-4351,New,West,AZ,Resistance Bands,Fitness,2,21.58,0.0,Retail Store,Bank Transfer,Standard,No,5.0,43.16,
ORD-102162,,CUST-5717,Returning,Midwest,MI,Desk Lamp,Home & Office,2,46.34,0.0,Marketplace,Debit Card,Standard,No,4.0,92.68,
ORD-102641,,CUST-3225,New,Southwest,TX,Yoga Mat,Fitness,1,33.69,0.15,Online,Apple Pay,Express,No,5.0,28.64,
ORD-101151,2025-03-05,CUST-1232,Returning,West,OR,Wireless Mouse,Electronics,1,33.58,0.0,Retail Store,Apple Pay,Standard,No,4.0,33.58,2025-03
ORD-101721,,CUST-2519,Vip,Southeast,NC,Monitor Stand,Home & Office,3,61.57,0.0,Online,Bank Transfer,Standard,No,4.0,184.71,
ORD-108760,,CUST-3335,Returning,Northeast,CT,T-Shirt,Clothing,2,25.24,0.1,Retail Store,Bank Transfer,2-Day,No,5.0,45.43,
ORD-102697,,CUST-4530,Returning,Northeast,NJ,Water Bottle,Fitness,1,19.15,0.05,Marketplace,Apple Pay,Standard,No,4.0,18.19,
ORD-110839,,CUST-2685,New,Southeast,NC,Wireless Headphones,Electronics,1,96.24,0.1,Online,Debit Card,Standard,No,2.0,86.62,
ORD-100997,,CUST-6520,Vip,Southwest,NM,Jeans,Clothing,3,65.54,0.0,Corporate,Credit Card,Standard,No,1.0,196.62,
ORD-109818,2025-09-08,CUST-6272,Returning,West,CA,Wireless Mouse,Electronics,1,37.28,0.0,Online,PayPal,Standard,Yes,3.0,37.28,2025-09
ORD-100029,,CUST-6792,New,Southwest,TX,Running Shoes,Clothing,2,90.54,0.0,Online,PayPal,Express,No,4.0,181.08,
ORD-101089,,CUST-5178,Returning,West,WA,Bluetooth Speaker,Electronics,1,65.28,0.0,Online,Debit Card,Next Day,No,4.0,65.28,
ORD-111799,,CUST-3398,Returning,Midwest,MI,Standing Desk,Home & Office,4,313.52,0.05,Online,Bank Transfer,Express,Yes,1.0,1191.38,
ORD-104095,,CUST-6116,New,Southeast,FL,Desk Organizer,Home & Office,1,24.21,0.1,Online,Bank Transfer,Express,No,5.0,21.79,
ORD-103969,,CUST-5221,Vip,Southeast,TN,Desk Organizer,Home & Office,1,26.7,0.2,Online,Debit Card,Next Day,No,5.0,21.36,
ORD-105432,2026-06-06,CUST-3260,New,West,CA,Smart Watch,Electronics,3,160.65,0.0,Online,Apple Pay,Standard,No,5.0,481.95,2026-06
ORD-102815,2026-07-05,CUST-4504,Returning,Northeast,NJ,Notebook Set,Unknown,4,18.54,0.05,Retail Store,Credit Card,Next Day,Yes,5.0,70.45,2026-07
ORD-105755,2026-05-05,CUST-4972,Returning,Midwest,MO,Jacket,Clothing,3,114.08,0.0,Online,Apple Pay,Standard,No,5.0,342.24,2026-05
ORD-109189,,CUST-3216,Returning,Northeast,PA,Bluetooth Speaker,Electronics,1,67.51,0.1,Online,Debit Card,2-Day,No,5.0,60.76,
ORD-103977,2026-01-08,CUST-5111,New,Midwest,MO,Jeans,Clothing,1,61.3,0.15,Marketplace,Debit Card,Standard,No,3.0,52.1,2026-01
ORD-104506,,CUST-5451,Returning,Southeast,TN,Smart Watch,Electronics,5,138.05,0.0,Online,Bank Transfer,2-Day,No,3.0,690.25,
ORD-107795,,CUST-2703,Vip,Southeast,GA,Standing Desk,Home & Office,1,349.21,0.0,Online,Apple Pay,Standard,No,4.0,349.21,
ORD-105333,,CUST-3598,Returning,Southeast,GA,Running Shoes,Clothing,1,82.39,0.05,Online,Credit Card,Standard,No,3.0,78.27,
ORD-103436,,CUST-6728,Returning,West,OR,USB-C Hub,Electronics,1,42.49,0.0,Online,Apple Pay,2-Day,No,2.0,42.49,
ORD-102096,,CUST-1354,New,Midwest,MI,Monitor Stand,Home & Office,2,64.26,0.0,Corporate,Debit Card,Standard,No,3.0,128.52,
ORD-108152,,CUST-2326,Returning,Southeast,FL,Desk Organizer,Home & Office,1,25.3,0.0,Online,Credit Card,Standard,No,4.0,25.3,
ORD-100898,,CUST-4586,Vip,Midwest,MO,Fitness Tracker,Fitness,1,84.01,0.0,Retail Store,Debit Card,Standard,Yes,4.0,84.01,
ORD-104021,,CUST-1071,Returning,Northeast,NJ,Wireless Mouse,Electronics,2,33.3,0.0,Online,Credit Card,Express,No,2.0,66.6,
ORD-104144,,CUST-4969,Returning,Northeast,CT,Yoga Mat,Fitness,1,35.73,0.2,Retail Store,Apple Pay,Standard,No,3.0,28.58,
ORD-104392,,CUST-5697,Returning,Midwest,MO,T-Shirt,Clothing,1,23.17,0.0,Online,PayPal,Standard,No,Unknown,23.17,
ORD-105468,,CUST-1563,Vip,Midwest,MO,Standing Desk,Home & Office,1,352.5,0.0,Retail Store,PayPal,Express,No,5.0,352.5,
ORD-106680,,CUST-2648,Returning,Northeast,MA,Wireless Headphones,Electronics,2,83.28,0.0,Marketplace,Apple Pay,Next Day,No,5.0,166.56,
ORD-106664,,CUST-5646,Unknown,Southwest,TX,Hoodie,Clothing,1,50.8,0.15,Retail Store,Debit Card,Next Day,No,5.0,43.18,
ORD-105161,2025-05-04,CUST-1040,New,West,AZ,Running Shoes,Clothing,1,84.54,0.05,Online,Bank Transfer,Next Day,No,4.0,80.31,2025-05
ORD-100118,,CUST-5651,Returning,Northeast,NJ,Wireless Headphones,Electronics,2,82.8,0.0,Online,Debit Card,Next Day,No,Unknown,165.6,
ORD-108511,2026-04-06,CUST-5059,New,Southwest,NM,Bluetooth Speaker,Electronics,1,74.02,0.0,Online,Credit Card,Standard,No,5.0,74.02,2026-04
ORD-104107,,CUST-2648,New,Southwest,OK,Desk Organizer,Home & Office,1,24.29,0.15,Online,Credit Card,Standard,No,5.0,20.65,
ORD-111880,2025-08-06,CUST-4269,Returning,Southwest,OK,Smart Watch,Electronics,2,149.21,0.0,Online,Bank Transfer,Next Day,No,3.0,298.42,2025-08
ORD-104748,,CUST-4931,Returning,Southeast,FL,Yoga Mat,Fitness,3,32.81,0.1,Online,Credit Card,Standard,No,5.0,88.59,
ORD-102281,2025-07-01,CUST-5841,Returning,Southeast,TN,Resistance Bands,Fitness,2,21.59,0.1,Marketplace,Apple Pay,Standard,No,2.0,38.86,2025-07
ORD-103019,2025-04-01,CUST-5145,Vip,Southeast,FL,Bluetooth Speaker,Electronics,1,70.46,0.0,Online,Debit Card,Express,No,4.0,70.46,2025-04
ORD-102018,,CUST-3425,Vip,Midwest,OH,Desk Lamp,Home & Office,3,45.5,0.2,Retail Store,Bank Transfer,2-Day,No,4.0,109.2,
ORD-102478,,CUST-5729,Returning,Southwest,TX,Dumbbell Set,Fitness,4,133.51,0.0,Retail Store,Credit Card,Express,No,1.0,534.04,
ORD-108034,,CUST-6785,Returning,Southeast,NC,Foam Roller,Fitness,1,26.51,0.15,Online,Debit Card,2-Day,No,Unknown,22.53,
ORD-109367,,CUST-2676,Returning,Southwest,OK,Smart Watch,Electronics,1,155.08,0.05,Online,Bank Transfer,2-Day,No,5.0,147.33,
ORD-109294,,CUST-5596,Returning,Midwest,MN,Hoodie,Clothing,1,58.59,0.05,Online,Credit Card,Standard,No,Unknown,55.66,
ORD-110583,,CUST-5721,New,Midwest,OH,Desk Organizer,Home & Office,3,24.33,0.0,Online,Credit Card,Standard,No,4.0,72.99,
ORD-105317,2026-03-03,CUST-4489,New,Southeast,FL,Mechanical Keyboard,Electronics,1,101.77,0.0,Online,Apple Pay,Standard,No,5.0,101.77,2026-03
ORD-107887,2025-02-02,CUST-6618,Returning,Northeast,NY,Desk Organizer,Home & Office,3,25.79,0.0,Retail Store,Apple Pay,Standard,No,4.0,77.37,2025-02
ORD-102430,,CUST-4096,Vip,Midwest,OH,Wireless Mouse,Electronics,1,32.61,0.1,Online,Apple Pay,Express,Yes,4.0,29.35,
ORD-105717,,CUST-6764,New,West,OR,Jacket,Clothing,1,110.46,0.0,Marketplace,Bank Transfer,Standard,No,4.0,110.46,
ORD-100408,,CUST-1693,New,West,NV,Bluetooth Speaker,Electronics,2,64.74,0.15,Corporate,PayPal,Next Day,No,5.0,110.06,
ORD-110679,,CUST-6602,New,West,AZ,Wireless Mouse,Electronics,1,33.2,0.05,Retail Store,Credit Card,2-Day,No,4.0,31.54,
ORD-111440,,CUST-1498,Returning,Southwest,TX,USB-C Hub,Electronics,1,42.04,0.15,Online,Bank Transfer,Standard,No,2.0,35.73,
ORD-101205,,CUST-1562,New,Midwest,MO,Wireless Mouse,Electronics,2,35.59,0.0,Corporate,PayPal,Standard,No,Unknown,71.18,
ORD-106611,2025-05-08,CUST-2346,New,Southwest,OK,Mechanical Keyboard,Electronics,2,91.34,0.0,Online,Debit Card,2-Day,No,2.0,182.68,2025-05
ORD-109250,,CUST-6452,Returning,Southeast,NC,Dumbbell Set,Fitness,1,127.17,0.1,Retail Store,PayPal,2-Day,No,4.0,114.45,
ORD-107041,,CUST-3661,Returning,Southwest,NM,Standing Desk,Home & Office,2,348.65,0.0,Online,Apple Pay,Standard,No,4.0,697.3,
ORD-101948,,CUST-1308,Returning,Southwest,OK,Standing Desk,Home & Office,2,338.53,0.15,Online,PayPal,Next Day,No,4.0,575.5,
ORD-108094,2025-02-02,CUST-3237,Returning,Northeast,NJ,Backpack,Clothing,1,51.05,0.05,Corporate,Apple Pay,Standard,No,Unknown,48.5,2025-02
ORD-107687,,CUST-4961,Returning,Southwest,OK,Resistance Bands,Fitness,2,22.34,0.2,Marketplace,Bank Transfer,Standard,No,5.0,35.74,
ORD-107741,2026-01-05,CUST-5835,New,Southeast,TN,Desk Lamp,Home & Office,5,42.06,0.0,Online,Credit Card,2-Day,No,5.0,210.3,2026-01
ORD-105041,,CUST-3905,Returning,Midwest,MI,Office Chair,Home & Office,1,191.42,0.0,Retail Store,Credit Card,Standard,No,5.0,191.42,
ORD-101687,,CUST-5203,Returning,Midwest,MI,Dumbbell Set,Fitness,3,126.72,0.1,Online,Bank Transfer,Express,No,Unknown,342.14,
ORD-109243,,CUST-1288,Returning,Southwest,TX,Fitness Tracker,Fitness,2,77.75,0.0,Online,Debit Card,Standard,No,4.0,155.5,
ORD-110360,,CUST-1990,Returning,Northeast,NY,USB-C Hub,Electronics,1,41.46,0.1,Marketplace,Bank Transfer,Standard,No,4.0,37.31,
ORD-111183,2026-03-04,CUST-2071,Returning,Midwest,MO,Bluetooth Speaker,Electronics,2,69.7,0.05,Corporate,Credit Card,Standard,No,3.0,132.43,2026-03
ORD-106311,,CUST-4889,Returning,Southeast,FL,Desk Lamp,Home & Office,2,43.4,0.0,Online,Bank Transfer,Standard,No,5.0,86.8,
ORD-101287,,CUST-1102,New,Southeast,FL,Jeans,Clothing,2,66.73,0.05,Retail Store,PayPal,Standard,No,5.0,126.79,
ORD-101851,,CUST-6488,New,Southwest,OK,Mechanical Keyboard,Electronics,1,90.16,0.1,Online,PayPal,Express,No,4.0,81.14,
ORD-109060,,CUST-2327,Returning,Southeast,FL,Desk Lamp,Home & Office,4,42.86,0.1,Marketplace,Credit Card,Standard,No,5.0,154.3,
ORD-107111,,CUST-4239,Returning,Southwest,TX,Smart Watch,Electronics,3,158.71,0.0,Retail Store,PayPal,Next Day,No,4.0,476.13,
ORD-100279,2026-01-05,CUST-5339,Returning,Midwest,MN,Desk Organizer,Home & Office,1,23.03,0.2,Online,PayPal,Standard,No,2.0,18.42,2026-01
ORD-103139,,CUST-3086,Returning,Southwest,OK,Running Shoes,Clothing,2,79.25,0.0,Retail Store,Debit Card,Standard,No,5.0,158.5,
ORD-102273,,CUST-5172,Returning,Midwest,OH,Hoodie,Clothing,3,56.93,0.05,Online,Credit Card,Standard,Yes,5.0,162.25,
ORD-109474,,CUST-6040,New,Northeast,PA,Water Bottle,Fitness,3,18.95,0.05,Online,Credit Card,Standard,No,3.0,54.01,
ORD-106537,,CUST-3060,Returning,Midwest,OH,USB-C Hub,Electronics,2,42.2,0.05,Online,Debit Card,Express,No,3.0,80.18,
ORD-109477,,CUST-1017,Vip,West,OR,Resistance Bands,Fitness,2,23.14,0.0,Online,Credit Card,Express,No,5.0,46.28,
ORD-100732,,CUST-1526,New,Northeast,MA,Smart Watch,Electronics,1,143.93,0.0,Retail Store,Credit Card,2-Day,No,3.0,143.93,
ORD-112133,2025-09-02,CUST-1399,Returning,Southeast,NC,Monitor Stand,Home & Office,2,62.61,0.0,Online,Apple Pay,Express,No,5.0,125.22,2025-09
ORD-100452,,CUST-2923,Returning,Northeast,NY,Fitness Tracker,Fitness,3,86.19,0.05,Online,Debit Card,Standard,No,3.0,245.64,
ORD-108276,,CUST-1694,New,Midwest,MN,Resistance Bands,Fitness,1,22.73,0.0,Marketplace,Apple Pay,Standard,No,4.0,22.73,
ORD-107195,,CUST-2126,Vip,Northeast,NY,Hoodie,Clothing,2,55.71,0.0,Online,Bank Transfer,2-Day,No,5.0,111.42,
ORD-106823,,CUST-3713,Returning,Southeast,VA,Running Shoes,Clothing,1,84.51,0.0,Online,Apple Pay,Standard,No,4.0,84.51,
ORD-102500,2026-06-04,CUST-6037,New,West,OR,Smart Watch,Electronics,2,145.8,0.0,Online,Apple Pay,Next Day,No,3.0,291.6,2026-06
ORD-105026,,CUST-3024,New,West,NV,Monitor Stand,Home & Office,1,62.43,0.2,Online,Apple Pay,Standard,No,5.0,49.94,
ORD-105453,,CUST-4276,Returning,West,OR,Fitness Tracker,Fitness,1,85.17,0.05,Corporate,Apple Pay,Standard,Yes,1.0,80.91,
ORD-104352,,CUST-5391,Returning,Midwest,MI,USB-C Hub,Electronics,1,37.12,0.0,Online,PayPal,Next Day,No,3.0,37.12,
ORD-108269,,CUST-4553,Returning,Southeast,TN,Standing Desk,Home & Office,1,351.95,0.0,Marketplace,PayPal,Express,No,5.0,351.95,
ORD-103495,2025-06-06,CUST-4588,New,Southeast,NC,Smart Watch,Electronics,1,142.16,0.1,Retail Store,Apple Pay,Standard,Yes,Unknown,127.94,2025-06
ORD-110258,2025-04-01,CUST-2014,Returning,West,AZ,Yoga Mat,Fitness,5,33.67,0.0,Retail Store,Credit Card,2-Day,No,2.0,168.35,2025-04
ORD-106242,,CUST-1961,Returning,Midwest,IL,Notebook Set,Home & Office,1,19.9,0.05,Marketplace,Apple Pay,Express,No,5.0,18.9,
ORD-111492,2025-01-07,CUST-5856,New,West,AZ,Desk Lamp,Home & Office,4,43.75,0.0,Marketplace,Apple Pay,Standard,No,5.0,175.0,2025-01
