OrderID,OrderDate,CustomerID,CustomerType,Region,State,Product,Category,Quantity,UnitPrice,Discount,SalesChannel,PaymentMethod,ShippingMethod,Returned,CustomerRating
ORD-106539,########,CUST-3669,New,West,AZ,Desk Organizer,Home & Office,2,26.68,0.05,Online,PayPal,2-Day,No,2
ORD-103087,8/5/2025,CUST-1963,Returning,West,OR,USB-C Hub,Electronics,2,37.29,0,Online,Credit Card,Standard,No,2
ORD-101492,5/3/2025,CUST-5304,Returning,Southeast,VA,T-Shirt,Clothing,4,23.98,0.05,Online,Bank Transfer,2-Day,No,4
ORD-106982,########,CUST-3731,New,West,CA,Jacket,Clothing,1,115.85,0.2,Corporate,Debit Card,Standard,No,5
ORD-102969,6/2/2025,CUST-6515,NEW,Southwest,OK,Wireless Headphones,Electronics,1,94.85,0,Online,Credit Card,Standard,Yes,5
ORD-100494,########,CUST-6087,Returning,West,WA,Foam Roller,Fitness,2,29.4,0.05,Corporate,Credit Card,2-Day,No,3
ORD-100769,########,CUST-5387,Returning,Northeast,NY,Wireless Mouse,,2,33.39,0.05,Online,Debit Card,Next Day,No,5
ORD-110301,########,CUST-6460,Returning,Southwest,OK,Water Bottle,Fitness,1,19.86,0.05,Online,Debit Card,Standard,No,4
ORD-101064,########,CUST-3480,VIP,Midwest,MN,Monitor Stand,HOME & OFFICE,1,60.85,0,Marketplace,Apple Pay,Standard,No,4
ORD-100271,########,CUST-1627,VIP,Midwest,MN,Smart Watch,Electronics,1,155.76,0.1,Marketplace,Credit Card,Standard,No,4
ORD-111167,########,CUST-2625,Returning,Southeast,GA,Foam Roller,Fitness,2,26.35,0,Online,Bank Transfer,2-Day,No,4
ORD-108329,########,CUST-4769,New,Midwest,MN,Jeans,Clothing,3,64.45,0,Online,Bank Transfer,Express,No,5
ORD-112238,########,CUST-3470,Returning,West,CA,Monitor Stand,Home & Office,1,62.21,0,Online,Debit Card,Standard,No,
ORD-108322,########,CUST-5658,Returning,Northeast,CT,Smart Watch,Electronics,2,147.14,0,Marketplace,Apple Pay,Standard,No,5
ORD-102647,########,CUST-5947,VIP,Southeast,TN,Fitness Tracker,Fitness,2,81.66,0,Retail Store,PayPal,Standard,No,4
ORD-110820,########,CUST-2308,Returning,Southeast,GA,T-Shirt,Clothing,3,23.72,0,Retail Store,PayPal,2-Day,No,5
ORD-109194,########,CUST-1366,New,Northeast,CT,Running Shoes,Clothing,3,83.58,0,Retail Store,PayPal,Express,Yes,5
ORD-110574,########,CUST-1790,New,Northeast,CT,Desk Lamp,Home & Office,1,43.13,0,Retail Store,PayPal,Standard,No,4
ORD-104483,3/8/2025,CUST-3986,Returning,West,WA,Desk Organizer,Home & Office,1,23.03,0,Online,Bank Transfer,Express,Yes,3
ORD-110277,########,CUST-1013,New,Southwest,TX,Wireless Headphones,Electronics,1,85.27,0,Online,Debit Card,2-Day,No,4
ORD-111189,########,CUST-5228,Returning,Southeast,FL,Smart Watch,Electronics,1,149.56,0.2,Retail Store,Debit Card,Standard,No,
ORD-106700,########,CUST-2036,Returning,Southeast,VA,Mechanical Keyboard,Electronics,3,92.47,0.1,Online,PayPal,Next Day,No,4
ORD-104493,########,CUST-1851,Returning,Southwest,OK,Resistance Bands,Fitness,1,22.81,0.1,Online,Apple Pay,Express,No,5
ORD-109573,########,CUST-2472,Returning,Southeast,TN,Wireless Headphones,Electronics,2,86.15,0,Retail Store,PayPal,Standard,No,3
ORD-109830,########,CUST-2754,Returning,Southeast,GA,Standing Desk,Home & Office,2,326.38,0.05,Online,Bank Transfer,Standard,No,3
ORD-107483,3/6/2025,CUST-4607,Returning,Southwest,TX,Mechanical Keyboard,Electronics,1,92.38,0.1,Retail Store,Credit Card,Standard,No,4
ORD-111730,########,CUST-5597,New,Southeast,VA,Bluetooth Speaker,Electronics,1,67.63,0.05,Online,Apple Pay,2-Day,No,2
ORD-102358,2/5/2026,CUST-2784,Returning,West,WA,Wireless Mouse,Electronics,3,33.23,0,Corporate,Debit Card,Next Day,No,5
ORD-106490,3/1/2025,CUST-6331,New,Midwest,MI,Notebook Set,Home & Office,1,19.63,0,Retail Store,Apple Pay,Standard,No,5
ORD-110870,########,CUST-3436,Returning,Southeast,TN,Yoga Mat,Fitness,1,35.38,0.05,Online,PayPal,Standard,No,5
ORD-105336,########,CUST-1741,Returning,Midwest,MI,Mechanical Keyboard,Electronics,1,87.78,0,Retail Store,Debit Card,2-Day,No,4
ORD-102503,########,CUST-4650,New,Northeast,MA,Wireless Headphones,Electronics,2,94.38,0.1,Retail Store,Bank Transfer,2-Day,No,3
ORD-102899,########,CUST-1572,New,West,AZ,Backpack,Clothing,1,48.72,0.15,Retail Store,Credit Card,2-Day,No,4
ORD-100319,1/4/2026,CUST-4616,Returning,west,NV,Dumbbell Set,Fitness,2,124.94,0.05,Online,Bank Transfer,Standard,No,5
ORD-104855,########,CUST-3220,New,Midwest,IL,Wireless Mouse,Electronics,1,34.42,0,Marketplace,Debit Card,Express,No,
ORD-100237,########,CUST-4612,New,West,OR,Office Chair,Home & Office,1,203.09,0.2,Corporate,Debit Card,Standard,No,5
ORD-106468,########,CUST-5666,Returning,,NV,Wireless Mouse,Electronics,2,$35.69,0,Retail Store,Debit Card,Standard,No,
ORD-104746,########,CUST-4962,VIP,Northeast,MA,Backpack,Clothing,1,53.7,0,Corporate,PayPal,Standard,No,4
ORD-109174,########,CUST-6274,Returning,West,NV,Wireless Headphones,Electronics,2,95.55,0.15,Corporate,Debit Card,Express,No,4
ORD-100919,9/1/2025,CUST-3716,New,Southeast,TN,Jeans,Clothing,2,64.96,0,Online,PayPal,Standard,Yes,4
ORD-104365,########,CUST-4233,Returning,Midwest,MN,Jacket,Clothing,1,117.47,0.1,Online,Credit Card,2-Day,No,3
ORD-107684,########,CUST-1055,Returning,Southwest,OK,Standing Desk,Home & Office,2,340.18,0.1,Corporate,Credit Card,Standard,No,3
ORD-101919,########,CUST-5948,,Northeast,NY,Desk Lamp,Home & Office,2,46.52,0,Online,Apple Pay,Standard,No,4
ORD-107855,########,CUST-1513,Returning,Southeast,FL,Resistance Bands,Fitness,2,24.44,0.15,Online,PayPal,Standard,No,3
ORD-109303,1/9/2026,CUST-3400,VIP,Southeast,NC,Bluetooth Speaker,Electronics,5,70.85,0,Corporate,Apple Pay,Standard,No,5
ORD-105934,7/3/2025,CUST-6540,Returning,Midwest,MI,Standing Desk,Home & Office,2,346.51,0.1,Marketplace,Credit Card,2-Day,No,4
ORD-103071,3/2/2026,CUST-5861,Returning,Midwest,MO,Wireless Mouse,Electronics,5,36.81,0,Retail Store,Apple Pay,Standard,No,5
ORD-105069,########,CUST-6652,VIP,,VA,USB-C Hub,Electronics,1,41.5,0,Marketplace,Apple Pay,Standard,No,5
ORD-104649,########,CUST-3867,Returning,Midwest,OH,Desk Lamp,Home & Office,2,44.92,0.15,Corporate,Apple Pay,Standard,No,
ORD-105700,########,CUST-1520,New,Northeast,MA,Wireless Headphones,Electronics,1,92.16,0.1,Retail Store,Bank Transfer,Standard,No,5
ORD-109845,########,CUST-6035,Returning,Southwest,NM,Yoga Mat,Fitness,3,36.64,0,Online,PayPal,Standard,No,2
ORD-107856,########,CUST-4647,Returning,Southeast,GA,T-Shirt,Clothing,3,24.86,0.1,Marketplace,Credit Card,Express,No,4
ORD-108194,########,CUST-3802,returning,SOUTHEAST,FL,Mechanical Keyboard,Electronics,2,94.61,0.15,Online,Debit Card,2-Day,No,4
ORD-109310,4/5/2026,CUST-2737,New,Northeast,NY,Office Chair,Home & Office,1,193.54,0.1,Online,Debit Card,Express,No,5
ORD-105267,########,CUST-5140,Returning,Midwest,OH,Standing Desk,Home & Office,1,346.32,0.1,Online,Bank Transfer,Express,No,4
ORD-101827,########,CUST-2097,Returning,West,WA,Office Chair,Home & Office,1,201.09,0.15,Retail Store,Apple Pay,Standard,No,5
ORD-101123,########,CUST-6577,Returning,Midwest,MO,USB-C Hub,Electronics,2,41.57,0.05,Marketplace,Apple Pay,Express,No,5
ORD-102756,3/2/2025,CUST-5875,New,West,CA,Running Shoes,Clothing,1,89.21,0,Online,Credit Card,Standard,No,4
ORD-111048,########,CUST-3760,Returning,Southwest,NM,Mechanical Keyboard,Electronics,4,102.04,0,Marketplace,PayPal,2-Day,No,4
ORD-100479,6/1/2026,CUST-5186,New,West,OR,Notebook Set,Home & Office,1,18.17,0.05,Online,Credit Card,Express,No,5
ORD-102709,########,CUST-3989,New,Midwest,MO,Smart Watch,Electronics,3,141.46,0,Online,Debit Card,Express,No,3
ORD-100764,########,CUST-1186,Returning,Northeast,CT,USB-C Hub,Electronics,1,42.3,0.05,Online,PayPal,Standard,No,5
ORD-106571,########,CUST-5703,New,Midwest,OH,Bluetooth Speaker,Electronics,1,$69.45,0.05,Online,Bank Transfer,Standard,No,4
ORD-103315,########,CUST-4005,Returning,Midwest,MO,Office Chair,Home & Office,1,202.13,0,Marketplace,Credit Card,Standard,No,4
ORD-103516,1/4/2026,CUST-4830,New,Northeast,NY,Hoodie,Clothing,1,55.72,0.1,Online,Credit Card,Standard,No,4
ORD-110596,4/3/2026,CUST-2222,Returning,Northeast,NJ,Backpack,Clothing,1,46.48,0.1,Retail Store,Debit Card,Standard,No,5
ORD-105071,3/4/2025,CUST-3273,New,Northeast,NY,Office Chair,Home & Office,2,184.79,0.05,Retail Store,Credit Card,Express,No,5
ORD-107256,4/4/2025,CUST-6563,New,Northeast,PA,Resistance Bands,Fitness,1,22.29,0.1,Online,Debit Card,Standard,No,4
ORD-106214,########,CUST-2628,Returning,Southwest,OK,USB-C Hub,Electronics,2,40.37,0,Online,Bank Transfer,Express,No,3
ORD-110636,2/5/2025,CUST-2501,Returning,Midwest,MO,Desk Organizer,Home & Office,2,25.27,0.15,Online,Debit Card,Standard,No,5
ORD-106071,########,CUST-5855,New,Southeast,GA,USB-C Hub,Electronics,1,39.46,0.2,Online,Apple Pay,Standard,No,5
ORD-100186,########,CUST-3331,Returning,Southwest,TX,Wireless Mouse,Electronics,2,35.39,0,Online,Debit Card,Standard,No,5
ORD-107976,########,CUST-3954,Returning,Southwest,NM,T-Shirt,Clothing,1,24.55,0,Retail Store,Apple Pay,Standard,No,4
ORD-110470,########,CUST-1480,VIP,Southeast,GA,Water Bottle,Fitness,1,19.85,0,Corporate,Credit Card,Next Day,No,5
ORD-101930,########,CUST-1441,New,Midwest,MN,T-Shirt,Clothing,1,25.54,0,Retail Store,Apple Pay,2-Day,No,3
ORD-108055,########,CUST-6754,VIP,West,AZ,Notebook Set,Home & Office,1,18.17,0.15,Retail Store,Credit Card,Express,No,4
ORD-107152,########,CUST-2919,New,Northeast,PA,Foam Roller,Fitness,2,27.48,0.05,Online,PayPal,Standard,No,5
ORD-108691,7/8/2026,CUST-1622,Returning,West,OR,Desk Organizer,Home & Office,1,25.61,0.05,Online,Credit Card,Standard,No,4
ORD-101260,8/1/2025,CUST-3211,New,West,NV,Fitness Tracker,Fitness,1,85.47,0,Online,PayPal,Express,No,5
ORD-101583,########,CUST-1108,Returning,West,OR,Smart Watch,Electronics,1,150.23,0.2,Online,PayPal,Standard,No,5
ORD-103712,########,CUST-4917,New,Northeast,PA,Desk Organizer,HOME & OFFICE,1,23.21,0.05,Retail Store,Credit Card,Standard,No,4
ORD-101653,########,CUST-6600,new,Northeast,CT,Notebook Set,Home & Office,3,19.88,0.1,Online,Debit Card,2-Day,No,4
ORD-111042,########,CUST-3237,Returning,Southwest,OK,Backpack,Clothing,1,51.02,0.15,Marketplace,Apple Pay,Next Day,No,4
ORD-110935,########,CUST-5265,Returning,Southeast,VA,Jeans,CLOTHING,1,66.64,0,Corporate,Apple Pay,Standard,No,4
ORD-100973,6/2/2025,CUST-4116,VIP,Southeast,VA,Wireless Mouse,Electronics,1,32.64,0,Online,Bank Transfer,2-Day,No,2
ORD-107595,2/2/2026,CUST-2057,Returning,West,WA,Monitor Stand,Home & Office,1,58.7,0,Online,PayPal,Standard,No,5
ORD-102501,########,CUST-6423,Returning,West,WA,Wireless Headphones,Electronics,1,92.19,0.1,Online,Debit Card,Standard,No,3
ORD-111450,########,CUST-3733,Returning,Northeast,MA,Office Chair,Home & Office,2,174.91,0.05,Marketplace,Apple Pay,Standard,No,
ORD-110801,########,CUST-3888,Returning,Southwest,TX,Bluetooth Speaker,Electronics,2,69.69,0.1,Retail Store,Debit Card,Express,No,
ORD-103942,########,CUST-1293,Returning,Southeast,GA,Yoga Mat,Fitness,1,34.49,0.1,Retail Store,Bank Transfer,2-Day,No,4
ORD-107296,3/1/2025,CUST-2550,Returning,Northeast,MA,Standing Desk,Home & Office,1,314.15,0,Online,PayPal,Standard,No,4
ORD-105272,########,CUST-4531,Returning,Northeast,NJ,Wireless Mouse,Electronics,1,37.72,0.05,Marketplace,Credit Card,Standard,No,5
ORD-100553,########,CUST-3353,Returning,Southwest,OK,Desk Organizer,Home & Office,2,25.86,0.1,Retail Store,Apple Pay,Standard,No,
ORD-107112,########,CUST-5154,Returning,Northeast,CT,USB-C Hub,Electronics,1,40.18,0.05,Online,Debit Card,Standard,No,4
ORD-105060,########,CUST-1524,New,West,AZ,Foam Roller,Fitness,1,27.51,0.05,Marketplace,Bank Transfer,Standard,No,4
ORD-100526,6/9/2026,CUST-1924,New,Northeast,PA,Wireless Mouse,Electronics,3,34.21,0.05,Retail Store,PayPal,Standard,Yes,5
ORD-111908,3/9/2025,CUST-5560,New,Southwest,TX,Resistance Bands,Fitness,1,24.81,0,Online,Debit Card,Next Day,No,5
ORD-101196,########,CUST-3440,Returning,Southwest,OK,Wireless Mouse,electronics,1,33.01,0,Online,PayPal,Express,No,3
ORD-100578,5/3/2025,CUST-1330,New,West,NV,Fitness Tracker,fitness,1,82.5,0,Online,Debit Card,2-Day,No,4
ORD-102211,########,CUST-3945,New,Southeast,NC,Mechanical Keyboard,Electronics,4,89.8,0.15,Retail Store,Credit Card,Standard,No,4
ORD-101518,########,CUST-5400,Returning,Midwest,IL,Fitness Tracker,Fitness,2,76.36,0.05,Retail Store,Apple Pay,2-Day,No,1
ORD-109123,########,CUST-1918,New,West,OR,T-Shirt,Clothing,1,23.71,0,Online,Bank Transfer,Standard,No,
ORD-111767,########,CUST-3440,New,West,NV,Wireless Mouse,Electronics,1,34.89,0,Online,Credit Card,Standard,No,5
ORD-104887,########,CUST-4955,New,Southwest,OK,Wireless Headphones,Electronics,1,89.84,0,Marketplace,Credit Card,Express,Yes,4
ORD-108077,7/2/2025,CUST-3819,New,Northeast,PA,Monitor Stand,Home & Office,1,59.35,0.1,Marketplace,Bank Transfer,Standard,No,4
ORD-101717,########,CUST-6709,New,Midwest,OH,Backpack,Clothing,4,51.29,0,Marketplace,Debit Card,Standard,No,4
ORD-110188,########,CUST-4004,Returning,Midwest,MI,Hoodie,Clothing,1,58.4,0.1,Online,Bank Transfer,Standard,No,5
ORD-110216,7/9/2026,CUST-4122,New,Midwest,OH,Foam Roller,Fitness,1,29.74,0,Marketplace,Bank Transfer,Standard,Yes,5
ORD-107341,########,CUST-1402,VIP,Northeast,NJ,Resistance Bands,Fitness,1,22.41,0.1,Retail Store,PayPal,2-Day,Yes,4
ORD-101676,2/1/2025,CUST-3807,Returning,Midwest,OH,T-Shirt,Clothing,5,24.76,0.1,Online,Credit Card,Standard,No,4
ORD-111720,########,CUST-2642,Returning,Northeast,NY,Notebook Set,Home & Office,2,17.73,0,Retail Store,Apple Pay,Standard,No,1
ORD-105689,########,CUST-3312,Returning,Northeast,PA,Bluetooth Speaker,Electronics,2,68.02,0,Retail Store,Apple Pay,Standard,No,3
ORD-111678,########,CUST-3648,Returning,Southeast,VA,Wireless Headphones,Electronics,2,83.54,0.05,Online,PayPal,2-Day,No,5
ORD-104377,########,CUST-2885,Returning,West,NV,Wireless Mouse,Electronics,1,34.24,0,Retail Store,PayPal,2-Day,No,5
ORD-111687,########,CUST-4835,Returning,Midwest,IL,Smart Watch,Electronics,1,157.58,0.1,Retail Store,PayPal,Standard,No,5
ORD-100598,########,CUST-6013,Returning,Northeast,NY,Notebook Set,Home & Office,1,20.24,0,Marketplace,Bank Transfer,Standard,No,4
ORD-108165,########,CUST-2536,New,Southeast,GA,Wireless Headphones,Electronics,1,89.57,0,Online,Bank Transfer,Standard,No,5
ORD-103524,2/5/2025,CUST-6067,Returning,Southeast,VA,Yoga Mat,Fitness,1,34.63,0.05,Retail Store,Credit Card,Next Day,No,5
ORD-109153,########,CUST-6601,Returning,Midwest,IL,Wireless Headphones,Electronics,2,85.36,0.15,Online,Bank Transfer,Express,No,5
ORD-102629,########,CUST-1080,,Midwest,MN,Wireless Headphones,Electronics,2,85.09,0.05,Marketplace,PayPal,Standard,No,4
ORD-111862,########,CUST-2604,VIP,Midwest,MI,T-Shirt,Clothing,1,23.13,0.1,Online,Credit Card,Standard,No,4
ORD-110375,########,CUST-6666,Returning,Midwest,MI,Jacket,Clothing,4,127.44,0,Online,Bank Transfer,Next Day,No,1
ORD-102714,########,CUST-5008,New,Southeast,VA,Hoodie,Clothing,1,54.27,0.05,Corporate,Apple Pay,Standard,No,4
ORD-111675,########,CUST-3190,Returning,Northeast,NJ,Smart Watch,Electronics,1,145.19,0.05,Marketplace,Credit Card,Express,No,
ORD-110951,########,CUST-6745,Returning,northeast,MA,Monitor Stand,Home & Office,2,62.27,0,Retail Store,PayPal,Express,No,4
ORD-110540,3/8/2026,CUST-6012,New,Southeast,NC,Notebook Set,Home & Office,1,20.15,0.2,Corporate,PayPal,Standard,No,5
ORD-108392,4/3/2025,CUST-6406,Returning,Southeast,FL,Mechanical Keyboard,Electronics,1,92.68,0.1,Online,Credit Card,Next Day,No,5
ORD-105017,########,CUST-2510,Returning,Southwest,NM,USB-C Hub,Electronics,1,37.22,0,Online,PayPal,Standard,No,5
ORD-103963,########,CUST-4737,Returning,west,AZ,Yoga Mat,Fitness,2,33.63,0,Marketplace,Credit Card,Standard,No,4
ORD-104073,########,CUST-4668,New,Southwest,OK,Bluetooth Speaker,Electronics,1,67.66,0.1,Online,Debit Card,Express,No,3
ORD-101548,########,CUST-1402,New,Southwest,TX,T-Shirt,Clothing,2,25.13,0,Online,PayPal,Next Day,No,4
ORD-100275,########,CUST-4878,New,MIDWEST,MN,Smart Watch,Electronics,2,154.43,0.15,Retail Store,Apple Pay,Standard,No,5
ORD-102210,########,CUST-2371,New,Midwest,MO,USB-C Hub,Electronics,2,40.83,0,Retail Store,Debit Card,2-Day,No,5
ORD-107759,########,CUST-2466,Returning,SOUTHWEST,OK,Desk Lamp,Home & Office,4,41.44,0.05,Online,Credit Card,Standard,No,2
ORD-100593,########,CUST-3194,Returning,Southwest,OK,Desk Lamp,Home & Office,4,46.02,0.05,Marketplace,Debit Card,Express,No,2
ORD-110434,4/2/2026,CUST-6123,New,Northeast,CT,Desk Organizer,Home & Office,3,25,0.15,Online,Bank Transfer,Standard,No,4
ORD-105882,########,CUST-2130,VIP,Southeast,GA,Standing Desk,Home & Office,1,336.6,0.1,Online,PayPal,2-Day,No,5
ORD-104334,########,CUST-5862,Returning,Southwest,NM,Wireless Mouse,Electronics,4,33.26,0,Retail Store,Debit Card,Standard,No,5
ORD-111316,########,CUST-6407,New,West,OR,Hoodie,Clothing,1,52.85,0.05,Online,Debit Card,Standard,No,4
ORD-104863,6/3/2025,CUST-2552,New,Southwest,OK,Bluetooth Speaker,Electronics,1,$74.50,0.05,Online,PayPal,Express,No,4
ORD-101641,########,CUST-1148,New,West,AZ,Fitness Tracker,Fitness,4,77.14,0,Retail Store,Apple Pay,Standard,No,2
ORD-108534,4/5/2025,CUST-6568,Returning,MIDWEST,IL,Desk Lamp,Home & Office,1,46.02,0.1,Retail Store,Bank Transfer,2-Day,No,3
ORD-111204,6/4/2025,CUST-5975,Returning,West,WA,Wireless Mouse,Electronics,1,32.94,0,Retail Store,Apple Pay,Standard,No,5
ORD-111910,########,CUST-3169,VIP,Southeast,TN,Foam Roller,Fitness,1,29.31,0,Retail Store,Credit Card,2-Day,No,5
ORD-103295,########,CUST-5486,RETURNING,Midwest,MI,Foam Roller,Fitness,1,26.84,0.05,Online,Apple Pay,Standard,No,5
ORD-111286,########,CUST-5701,Returning,Southeast,TN,Standing Desk,Home & Office,2,316.77,0,Online,PayPal,Standard,No,2
ORD-111030,########,CUST-6676,New,Southeast,FL,T-Shirt,Clothing,2,24.53,0.1,Online,Bank Transfer,Standard,No,4
ORD-103767,4/9/2026,CUST-5434,Returning,West,AZ,Mechanical Keyboard,Electronics,2,96.73,0.1,Online,Bank Transfer,Standard,No,5
ORD-109289,########,CUST-6277,Returning,Northeast,MA,Desk Lamp,Home & Office,1,43.3,0.1,Online,Bank Transfer,Standard,No,5
ORD-108817,########,CUST-6252,VIP,SOUTHEAST,TN,Desk Organizer,Home & Office,1,23.39,0.1,Online,Bank Transfer,Standard,No,5
ORD-100076,########,CUST-3701,New,Southeast,GA,USB-C Hub,Electronics,3,41.72,0.05,Corporate,PayPal,Express,No,5
ORD-105324,########,CUST-5247,New,Southeast,VA,T-Shirt,clothing,2,26.43,0,Online,Debit Card,Standard,No,5
ORD-106697,4/9/2025,CUST-5517,VIP,Northeast,NJ,Wireless Headphones,Electronics,1,89.91,0.15,Corporate,Debit Card,Express,No,4
ORD-106256,########,CUST-3318,returning,Southeast,NC,Monitor Stand,Home & Office,1,63.35,0,Retail Store,Apple Pay,Express,No,2
ORD-103188,########,CUST-5054,New,West,WA,Standing Desk,Home & Office,3,308.48,0.05,Online,Debit Card,Express,No,3
ORD-100745,6/6/2025,CUST-5163,Returning,Midwest,MO,Desk Organizer,Home & Office,2,24.61,0.05,Online,Credit Card,Standard,No,1
ORD-103745,########,CUST-2686,New,West,OR,Desk Organizer,Home & Office,3,26.99,0,Online,Debit Card,Standard,No,5
ORD-101275,########,CUST-1408,New,Southeast,VA,Smart Watch,Electronics,2,159.8,0,Retail Store,Debit Card,Express,No,4
ORD-107877,########,CUST-2053,Returning,Northeast,CT,Jeans,Clothing,1,68.18,0,Online,PayPal,Standard,No,3
ORD-100109,########,CUST-5292,New,West,NV,Resistance Bands,Fitness,1,23.26,0,Retail Store,Credit Card,2-Day,Yes,5
ORD-106834,########,CUST-1106,VIP,SOUTHWEST,OK,Desk Organizer,Home & Office,1,26.64,0,Marketplace,Apple Pay,Standard,No,5
ORD-100226,########,CUST-2158,Returning,West,WA,Wireless Mouse,Electronics,1,$34.92,0,Online,Bank Transfer,2-Day,No,5
ORD-101447,########,CUST-2008,New,West,AZ,Office Chair,Home & Office,2,184.83,0,Corporate,PayPal,Standard,No,4
ORD-107000,########,CUST-5718,Returning,Southwest,TX,Running Shoes,Clothing,3,80.03,0.15,Corporate,Apple Pay,2-Day,No,
ORD-101722,3/8/2026,CUST-5483,New,West,OR,Bluetooth Speaker,Electronics,2,67.68,0.1,Marketplace,Credit Card,Standard,No,2
ORD-101500,########,CUST-1732,New,Midwest,MI,Dumbbell Set,Fitness,2,131.8,0.05,Online,Bank Transfer,Express,No,5
ORD-103714,########,CUST-6687,Returning,Midwest,OH,Standing Desk,Home & Office,5,336.17,0.05,Online,Debit Card,Next Day,No,4
ORD-109304,1/3/2025,CUST-1518,Returning,Southeast,GA,Resistance Bands,Fitness,4,21.67,0,Online,Apple Pay,Standard,No,5
ORD-105545,1/7/2026,CUST-5918,VIP,West,WA,Desk Organizer,Home & Office,3,23.62,0,Online,Bank Transfer,2-Day,No,5
ORD-101829,########,CUST-6394,New,West,CA,Smart Watch,Electronics,4,148.37,0.15,Online,Credit Card,Next Day,No,5
ORD-101539,########,CUST-4602,VIP,West,CA,Office Chair,Home & Office,1,205.05,0.05,Online,Bank Transfer,Standard,No,5
ORD-104451,########,CUST-2057,Returning,Southwest,TX,Fitness Tracker,Fitness,2,83.38,0,Retail Store,Apple Pay,Express,No,5
ORD-108774,########,CUST-5451,VIP,Northeast,PA,Wireless Headphones,Electronics,2,87.68,0.05,Retail Store,Credit Card,Express,No,5
ORD-109441,9/9/2025,CUST-4619,Returning,Southeast,TN,Jeans,Clothing,2,68.5,0,Retail Store,Apple Pay,Express,No,5
ORD-105780,########,CUST-3301,Returning,Midwest,MN,T-Shirt,Clothing,2,24.1,0.1,Corporate,PayPal,Express,No,4
ORD-109713,########,CUST-6093,Returning,Northeast,PA,USB-C Hub,Electronics,3,38.52,0.15,Online,Debit Card,Standard,Yes,5
ORD-101489,########,CUST-5923,VIP,Northeast,MA,Monitor Stand,Home & Office,1,56.55,0.05,Online,Apple Pay,Next Day,No,5
ORD-109567,3/4/2026,CUST-3328,New,Midwest,MN,Bluetooth Speaker,Electronics,2,69.6,0,Online,Debit Card,Next Day,No,4
ORD-100082,########,CUST-4794,VIP,Midwest,OH,Wireless Headphones,Electronics,1,93.22,0,Retail Store,Bank Transfer,Standard,No,5
ORD-109439,5/6/2025,CUST-1823,Returning,Northeast,CT,Wireless Mouse,Electronics,1,34.68,0,Online,Credit Card,Express,No,2
ORD-109159,########,CUST-6763,New,Midwest,OH,Desk Organizer,Home & Office,1,26.23,0.1,Online,Debit Card,Standard,No,
ORD-109678,########,CUST-1975,Returning,Northeast,MA,Mechanical Keyboard,Electronics,3,99.28,0,Online,Apple Pay,Express,No,4
ORD-107633,########,CUST-4749,Returning,Southwest,TX,Desk Organizer,Home & Office,3,24.99,0.15,Online,Debit Card,Express,No,5
ORD-105893,########,CUST-2352,Returning,West,CA,Mechanical Keyboard,Electronics,1,96.41,0,Retail Store,Debit Card,Standard,No,1
ORD-111506,########,CUST-3728,New,West,WA,Running Shoes,Clothing,2,88.81,0.1,Online,Bank Transfer,Standard,No,2
ORD-103970,########,CUST-3474,Returning,West,WA,Dumbbell Set,Fitness,1,$131.42,0.1,Online,Debit Card,2-Day,No,5
ORD-103299,########,CUST-6231,Returning,West,WA,Desk Organizer,Home & Office,2,23.58,0,Online,Credit Card,Standard,No,4
ORD-107096,########,CUST-5402,NEW,Southwest,TX,USB-C Hub,Electronics,1,39.4,0.05,Online,Credit Card,Standard,No,5
ORD-110560,########,CUST-1588,New,Northeast,CT,Mechanical Keyboard,Electronics,2,97.12,0,Marketplace,PayPal,Express,No,
ORD-108549,6/7/2026,CUST-6641,New,Southeast,GA,Yoga Mat,Fitness,3,33.97,0,Online,Credit Card,Standard,No,5
ORD-101527,########,CUST-1469,Returning,Northeast,MA,Smart Watch,Electronics,4,154.97,0.1,Online,Apple Pay,Standard,No,4
ORD-104556,########,CUST-5994,New,Northeast,NY,Office Chair,Home & Office,2,175.22,0.15,Online,Bank Transfer,Standard,No,4
ORD-108003,########,CUST-5768,Returning,Southwest,NM,T-Shirt,Clothing,2,23.17,0.1,Marketplace,PayPal,2-Day,No,5
ORD-102434,1/4/2025,CUST-5311,Returning,Southeast,FL,Mechanical Keyboard,Electronics,2,100.99,0.1,Retail Store,Apple Pay,Standard,No,2
ORD-110373,########,CUST-5161,Returning,Southwest,OK,Desk Organizer,Home & Office,1,23.9,0.1,Retail Store,Debit Card,Express,No,4
ORD-102463,########,CUST-5536,Returning,West,NV,Mechanical Keyboard,Electronics,1,$99.64,0.15,Retail Store,Apple Pay,Standard,No,3
ORD-108913,########,CUST-3409,Returning,Midwest,MI,Wireless Headphones,Electronics,1,95.69,0.15,Retail Store,Credit Card,,No,4
ORD-105373,########,CUST-6315,new,Southeast,VA,Wireless Headphones,Electronics,1,95.38,0.05,Online,Credit Card,Standard,No,4
ORD-107632,########,CUST-1209,New,Northeast,PA,Fitness Tracker,Fitness,1,81.53,0.2,Retail Store,Apple Pay,Next Day,No,4
ORD-101744,########,CUST-2269,New,West,AZ,Foam Roller,Fitness,1,26.45,0.1,Online,Apple Pay,Standard,No,5
ORD-110496,########,CUST-3237,Returning,Southwest,NM,Notebook Set,Home & Office,1,20.16,0.15,Corporate,Credit Card,Standard,No,3
